chr19,63098
chr10,63099
chr12,63100
chr1,63101
chr22,63102
chr3,63103
chr5,63104
chr4,63105
chr9,63106
chr15,63107
chr2,63108
chr11,63109
chr17,63110
chr20,63111
chr8,63112
chr16,63113
chr6,63114
chr7,63115
nan,63116
chrX,63117
chr21,63118
chr13,63119
chr14,63120
chr18,63121
chrY,63122
chrM,63123
58858172.0,63123
58863336.0,63124
52559169.0,63125
9220304.0,63126
8975150.0,63127
9381129.0,63128
33772367.0,63129
43088123.0,63130
137842560.0,63131
53701240.0,63132
125549925.0,63133
178191862.0,63134
151531769.0,63135
151451704.0,63136
12776118.0,63137
12704566.0,63138
170981373.0,63139
99403109.0,63140
67493013.0,63141
69685127.0,63142
77532147.0,63143
219128852.0,63144
74449433.0,63145
34824339.0,63146
117950464.0,63147
70286198.0,63148
44266463.0,63149
41102543.0,63150
57204450.0,63151
105948292.0,63152
121713598.0,63153
35306175.0,63154
79084285.0,63155
8768444.0,63156
107543283.0,63157
67144148.0,63158
419224.0,63159
215796266.0,63160
48211057.0,63161
139901686.0,63162
2325879.0,63163
94458393.0,63164
67240576.0,63165
67074847.0,63166
1040102.0,63167
66863428.0,63168
66970773.0,63169
87133179.0,63170
229652329.0,63171
22689409.0,63172
169779336.0,63173
87031361.0,63174
20655245.0,63175
220074488.0,63176
74273007.0,63177
150725510.0,63178
123405498.0,63179
16043434.0,63180
43395282.0,63181
48200782.0,63182
48116884.0,63183
15646120.0,63184
101542457.0,63185
48712205.0,63186
95672083.0,63187
183637722.0,63188
16243422.0,63189
17414432.0,63190
21950323.0,63191
152990323.0,63192
38894541.0,63193
32486344.0,63194
16868415.0,63195
39945022.0,63196
94883933.0,63197
74751980.0,63198
146019156.0,63199
30539170.0,63200
150904923.0,63201
183903863.0,63202
43619799.0,63203
89011416.0,63204
119019750.0,63205
44039611.0,63206
44066103.0,63207
27346632.0,63208
111697723.0,63209
73150424.0,63210
25275379.0,63211
51338878.0,63212
108870763.0,63213
52007700.0,63214
52002526.0,63215
27887679.0,63216
31654726.0,63217
62492566.0,63218
1876975.0,63219
