PharmGKB Accession Id,1
NCBI Gene ID,1
HGNC ID,1
Ensembl Id,1
Name,1
Symbol,1
Alternate Names,1
Alternate Symbols,1
Is VIP,1
Has Variant Annotation,1
Cross-references,1
Has CPIC Dosing Guideline,1
Chromosome,1
Chromosomal Start - GRCh37.p13,1
Chromosomal Stop - GRCh37.p13,1
Chromosomal Start - GRCh38.p7,1
Chromosomal Stop - GRCh38.p7,1
hgnc_id,1
symbol,1
name,1
locus_group,1
locus_type,1
status,1
location,1
location_sortable,1
alias_symbol,1
alias_name,1
prev_symbol,1
prev_name,1
gene_family,1
gene_family_id,1
date_approved_reserved,1
date_symbol_changed,1
date_name_changed,1
date_modified,1
entrez_id,1
ensembl_gene_id,1
vega_id,1
ucsc_id,1
ena,1
refseq_accession,1
ccds_id,1
uniprot_ids,1
pubmed_id,1
mgd_id,1
rgd_id,1
lsdb,1
cosmic,1
omim_id,1
mirbase,1
homeodb,1
snornabase,1
bioparadigms_slc,1
orphanet,1
pseudogene.org,1
horde_id,1
merops,1
imgt,1
iuphar,1
kznf_gene_catalog,1
mamit-trnadb,1
cd,1
lncrnadb,1
enzyme_id,1
intermediate_filament_db,1
rna_central_ids,1
Chemical Name,1
Chemical ID,1
Cas RN,1
Gene Symbol,1
Gene ID,1
Gene Forms,1
Organism,1
Organism ID,1
Interaction,1
Interaction Actions,1
PubMed IDs,1
GenAge ID,1
symbol,1
aliases,1
name,1
entrez gene id,1
uniprot,1
why,1
band,1
location start,1
location end,1
orientation,1
acc promoter,1
acc orf,1
acc cds,1
references,1
orthologs,1
PHARMGKB ACCESSION ID,1
NCBI GENE ID,1
HGNC ID,1
ENSEMBL ID,1
NAME,1
SYMBOL,1
ALTERNATE NAMES,1
ALTERNATE SYMBOLS,1
IS VIP,1
HAS VARIANT ANNOTATION,1
CROSS-REFERENCES,1
HAS CPIC DOSING GUIDELINE,1
CHROMOSOME,1
CHROMOSOMAL START - GRCH37.P13,1
CHROMOSOMAL STOP - GRCH37.P13,1
CHROMOSOMAL START - GRCH38.P7,1
CHROMOSOMAL STOP - GRCH38.P7,1
HGNC_ID,1
SYMBOL,1
NAME,1
LOCUS_GROUP,1
LOCUS_TYPE,1
STATUS,1
LOCATION,1
LOCATION_SORTABLE,1
ALIAS_SYMBOL,1
ALIAS_NAME,1
PREV_SYMBOL,1
PREV_NAME,1
GENE_FAMILY,1
GENE_FAMILY_ID,1
DATE_APPROVED_RESERVED,1
DATE_SYMBOL_CHANGED,1
DATE_NAME_CHANGED,1
DATE_MODIFIED,1
ENTREZ_ID,1
ENSEMBL_GENE_ID,1
VEGA_ID,1
UCSC_ID,1
ENA,1
REFSEQ_ACCESSION,1
CCDS_ID,1
UNIPROT_IDS,1
PUBMED_ID,1
MGD_ID,1
RGD_ID,1
LSDB,1
COSMIC,1
OMIM_ID,1
MIRBASE,1
HOMEODB,1
SNORNABASE,1
BIOPARADIGMS_SLC,1
ORPHANET,1
PSEUDOGENE.ORG,1
HORDE_ID,1
MEROPS,1
IMGT,1
IUPHAR,1
KZNF_GENE_CATALOG,1
MAMIT-TRNADB,1
CD,1
LNCRNADB,1
ENZYME_ID,1
INTERMEDIATE_FILAMENT_DB,1
RNA_CENTRAL_IDS,1
CHEMICAL NAME,1
CHEMICAL ID,1
CAS RN,1
GENE SYMBOL,1
GENE ID,1
GENE FORMS,1
ORGANISM,1
ORGANISM ID,1
INTERACTION,1
INTERACTION ACTIONS,1
PUBMED IDS,1
GENAGE ID,1
SYMBOL,1
ALIASES,1
NAME,1
ENTREZ GENE ID,1
UNIPROT,1
WHY,1
BAND,1
LOCATION START,1
LOCATION END,1
ORIENTATION,1
ACC PROMOTER,1
ACC ORF,1
ACC CDS,1
REFERENCES,1
ORTHOLOGS,1
pharmgkb accession id,1
ncbi gene id,1
hgnc id,1
ensembl id,1
name,1
symbol,1
alternate names,1
alternate symbols,1
is vip,1
has variant annotation,1
cross-references,1
has cpic dosing guideline,1
chromosome,1
chromosomal start - grch37.p13,1
chromosomal stop - grch37.p13,1
chromosomal start - grch38.p7,1
chromosomal stop - grch38.p7,1
hgnc_id,1
symbol,1
name,1
locus_group,1
locus_type,1
status,1
location,1
location_sortable,1
alias_symbol,1
alias_name,1
prev_symbol,1
prev_name,1
gene_family,1
gene_family_id,1
date_approved_reserved,1
date_symbol_changed,1
date_name_changed,1
date_modified,1
entrez_id,1
ensembl_gene_id,1
vega_id,1
ucsc_id,1
ena,1
refseq_accession,1
ccds_id,1
uniprot_ids,1
pubmed_id,1
mgd_id,1
rgd_id,1
lsdb,1
cosmic,1
omim_id,1
mirbase,1
homeodb,1
snornabase,1
bioparadigms_slc,1
orphanet,1
pseudogene.org,1
horde_id,1
merops,1
imgt,1
iuphar,1
kznf_gene_catalog,1
mamit-trnadb,1
cd,1
lncrnadb,1
enzyme_id,1
intermediate_filament_db,1
rna_central_ids,1
chemical name,1
chemical id,1
cas rn,1
gene symbol,1
gene id,1
gene forms,1
organism,1
organism id,1
interaction,1
interaction actions,1
pubmed ids,1
genage id,1
symbol,1
aliases,1
name,1
entrez gene id,1
uniprot,1
why,1
band,1
location start,1
location end,1
orientation,1
acc promoter,1
acc orf,1
acc cds,1
references,1
orthologs,1
PharmGKB_Accession_Id,1
NCBI_Gene_ID,1
HGNC_ID,1
Ensembl_Id,1
Alternate_Names,1
Alternate_Symbols,1
Is_VIP,1
Has_Variant_Annotation,1
Has_CPIC_Dosing_Guideline,1
Chromosomal_Start_-_GRCh37.p13,1
Chromosomal_Stop_-_GRCh37.p13,1
Chromosomal_Start_-_GRCh38.p7,1
Chromosomal_Stop_-_GRCh38.p7,1
Chemical_Name,1
Chemical_ID,1
Cas_RN,1
Gene_Symbol,1
Gene_ID,1
Gene_Forms,1
Organism_ID,1
Interaction_Actions,1
PubMed_IDs,1
GenAge_ID,1
entrez_gene_id,1
location_start,1
location_end,1
acc_promoter,1
acc_orf,1
acc_cds,1
pharmgkb_accession_id,1
ncbi_gene_id,1
hgnc_id,1
ensembl_id,1
alternate_names,1
alternate_symbols,1
is_vip,1
has_variant_annotation,1
has_cpic_dosing_guideline,1
chromosomal_start_-_grch37.p13,1
chromosomal_stop_-_grch37.p13,1
chromosomal_start_-_grch38.p7,1
chromosomal_stop_-_grch38.p7,1
chemical_name,1
chemical_id,1
cas_rn,1
gene_symbol,1
gene_id,1
gene_forms,1
organism_id,1
interaction_actions,1
pubmed_ids,1
genage_id,1
entrez_gene_id,1
location_start,1
location_end,1
acc_promoter,1
acc_orf,1
acc_cds,1
PHARMGKB_ACCESSION_ID,1
NCBI_GENE_ID,1
HGNC_ID,1
ENSEMBL_ID,1
ALTERNATE_NAMES,1
ALTERNATE_SYMBOLS,1
IS_VIP,1
HAS_VARIANT_ANNOTATION,1
HAS_CPIC_DOSING_GUIDELINE,1
CHROMOSOMAL_START_-_GRCH37.P13,1
CHROMOSOMAL_STOP_-_GRCH37.P13,1
CHROMOSOMAL_START_-_GRCH38.P7,1
CHROMOSOMAL_STOP_-_GRCH38.P7,1
CHEMICAL_NAME,1
CHEMICAL_ID,1
CAS_RN,1
GENE_SYMBOL,1
GENE_ID,1
GENE_FORMS,1
ORGANISM_ID,1
INTERACTION_ACTIONS,1
PUBMED_IDS,1
GENAGE_ID,1
ENTREZ_GENE_ID,1
LOCATION_START,1
LOCATION_END,1
ACC_PROMOTER,1
ACC_ORF,1
ACC_CDS,1
PharmGKBINTERMEDIATE,1
AccessionSYMBOLS,1
Idvariant,1
NCBIcentral,1
Genename,1
IDDosing,1
HGNCChromosomal,1
IDname,1
Ensemblids,1
IdCAS,1
Namehgnc,1
SymbolChromosomal_Start_-_GRCh38,1
Alternatestatus,1
NamesID,1
Alternatecpic,1
Symbolsgene,1
IsID,1
VIPgene,1
Hascatalog,1
VariantGene,1
Annotationtype,1
Cross-referencesGRCh38.p7,1
HasId,1
CPICgene,1
Dosinghorde,1
Guidelineslc,1
Chromosomehgnc,1
Chromosomalomim,0
StartORF,0
GRCh37.p13cosmic,1
Chromosomalid,1
StopNAME,1
GRCh37.p13Accession,1
Chromosomalsortable,1
Startrn,1
GRCh38.p7promoter,1
Chromosomalcd,1
StopCPIC,1
GRCh38.p7ENTREZ,1
hgncstart,1
idid,1
symbolSYMBOL,1
nameAnnotation,1
locusSymbol,1
groupgene,1
locusid,1
typeNAMES,1
statusstatus,1
locationSORTABLE,1
locationp7,1
sortableIS,1
aliasrefseq,1
symbolGENE,1
aliasCas,1
namehas,1
prevDATE,1
symbolID,1
prevacc,1
namewhy,1
genep13,1
familyALTERNATE,1
geneID,1
familyPREV,1
idmerops,1
dateVARIANT,1
approvedInteraction,1
reservedaccession,1
datename,1
symbolband,1
changedmirbase,1
dateactions,1
nameintermediate,1
changedID,1
dateiuphar,1
modifiedORTHOLOGS,1
entrezLOCATION,1
idid,1
ensemblp13,0
geneId,1
idids,1
vegaenzyme,1
idchromosomal_stop_-_grch38,1
ucscchromosomal_stop_-_grch37,0
idhas,1
enaOMIM,1
refseqdate,1
accessionlsdb,1
ccdspseudogene,1
idgrch37.p13,0
uniprotp7,1
idsgenage,1
pubmedCHANGED,1
idALIASES,1
mgdSymbol,1
idORGANISM,1
rgdCAS,1
idLOCATION,1
lsdbPUBMED,1
cosmicPharmGKB,1
omimGENE,1
idStop,1
mirbaseRN,1
homeodbID,1
snornabaseID,1
bioparadigmsID,1
slcid,1
orphanetORPHANET,1
pseudogenewhy,1
orgACCESSION,1
hordeENZYME,1
idnames,1
meropsid,1
imgtGENE,1
iupharID,1
kznfrn,0
geneRN,1
catalogLSDB,1
mamit-trnadbrna,0
cdCHEMICAL,1
lncrnadbinteraction,1
enzymegene,1
idCHANGED,1
intermediateVIP,1
filamentstop,1
dblncrnadb,0
rnahas,1
centralSYMBOL,1
idsGRCh37.p13,1
ChemicalSTOP,1
NameCHROMOSOMAL_STOP_-_GRCH37,1
ChemicalID,1
IDid,1
Casprev,1
RNrgd,1
Geneid,1
Symbolorg,1
Genesnornabase,1
IDSymbol,1
Generna,1
Formsrgd,1
OrganismCPIC,1
Organismgene,1
IDmamit-trnadb,0
Interactionstop,1
InteractionHGNC,1
ActionsCross-references,1
PubMedAlternate,1
IDsGenAge,1
GenAgeENTREZ,1
IDuniprot,1
symbolLOCATION,1
aliasesID,1
namevip,1
entrezALTERNATE,1
geneimgt,1
idend,1
uniprotalternate,1
whyNAME,1
bandacc,1
locationNames,1
startentrez,1
locationtype,1
endgene,1
orientationorganism,1
accName,1
promoteracc,1
accVariant,1
orfid,1
accMGD,1
cdsORG,1
referencessymbol,1
orthologsvega,1
PHARMGKBID,1
ACCESSIONmgd,1
IDlocus,1
NCBIlocation,1
GENESYMBOL,1
IDID,1
HGNC-,1
IDVIP,1
ENSEMBLHAS,1
IDacc,1
NAMElocus,1
SYMBOLENTREZ,1
ALTERNATEINTERACTION,1
NAMESmamit-trnadb,0
ALTERNATEpromoter,1
SYMBOLSlocation,1
ISid,1
VIPDOSING,0
HASIS,0
VARIANTpubmed,1
ANNOTATIONStop,1
CROSS-REFERENCESSYMBOL,1
HASCHROMOSOMAL,1
CPICEnsembl,1
DOSINGHGNC,1
GUIDELINEstart,1
CHROMOSOMEvega,1
